ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
e87f121952987a3c9c4b240b1e3804f09c967714e071088ad3f9bb83b498232b,https://www.snap.com/political-ads/asset/1114b4c2fd3ec7dc446a8caeb0b3b5b9273944617ad867e62637a6666bc6b4de?mediaType=mp4,GBP,2350,3177947,2020/01/16 09:00:00Z,2020/03/30 22:59:59Z,Ardmore Advertising,GB,,Department of Justice NI,,,united kingdom,,,,,,,Northern Ireland,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.endingtheharm.com
328fd5256ac5efa1a8d72e2441f792fa87456c5df439e111c04b0b8124491207,https://www.snap.com/political-ads/asset/661259dc7e5fba729e4d99027460dfdb5b881b4d06fb6e9bf697005851836e10?mediaType=mp4,USD,718,306512,2019/10/18 20:49:11Z,2020/05/31 20:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,,,,,latitude 39.7348;longitude -104.9653;radius 16.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rockymountainvalues.org/corygardnerfacts
65c975860543d5658bda5835911695ea59aec1ab0dd1a367aa52058af4a620c2,https://www.snap.com/political-ads/asset/76a7d45f38ba6d2efe1db3072ee37d049b98fd0030e847af78c162e2e1aaa4b0?mediaType=png,USD,86,22341,2020/02/11 23:16:18Z,2020/03/03 17:59:00Z,BCom Solutions,"919 Central Ave,Auburn,68305,US",,Verla Insko for State House,,25+,united states,,,,,,,,,"27510,27514,27516,27517",,,,,,Provided by Advertiser,,,,,web_view_url:https://verlainsko.com/
22282fda9419d508661777594875c45119defd402d338b84c866e86d580e625c,https://www.snap.com/political-ads/asset/b11f54da6d56adba2f42bc53fea52f1195c788c9a11749a2ab34c097182d8d3a?mediaType=mp4,USD,5936,621284,2019/11/18 20:00:00Z,2020/07/01 03:59:51Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/tiq-this-is-quitting-snapchat-commercials/?cid=social_asm_snapchat_tiq_animated_ditchjuul_commercials_enlist_1324
129f13e9404fcf10c32b23653988b7cd29ebf3651905d77c9b9a883df038c579,https://www.snap.com/political-ads/asset/c104d8bf178d230e3c90b8ccc0cb62b39a33c1622c34e9433518c6feb7fbf87b?mediaType=mp4,USD,126,59622,2019/10/18 20:49:11Z,2020/05/31 20:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,,,,,latitude 39.7348;longitude -104.9653;radius 16.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://conservationco.org/cory-gardner-protect-coloradans-not-polluters/
8b71a68cd25b2c80eb06f1e4d233fc16305957efdc4d3cf7c3b802f583e8f124,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,110399,93887715,2020/01/29 15:00:03Z,2020/05/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,15-17,united states,,,,,,,"Abilene - Sweetwater,Albany,Albany - Schenectady - Troy,Alpena,Anchorage,Atlanta,Augusta - Aiken,Austin,Bangor,Baton Rouge,Beaumont - Port Arthur,Billings,Butte - Bozeman,Cedar Rapids - Waterloo - Iowa City & Dubuque,Charleston,Charlotte,Charlottesville,Cheyenne - Scottsbluff,Colorado Springs - Pueblo,Columbia,Dallas - Ft. Worth,Davenport - Rhode Island - Moline,Dayton,Denver,Des Moines - Ames,Elmira (corning),Erie,Fargo - Valley City,Flint - Saginaw - Bay City,Ft. Smith - Fayetteville - Springdale - Rogers,Ft. Wayne,Gainesville,Glendive,Grand Junction - Montrose,Grand Rapids - Kalamazoo - Battle Creek,Great Falls,Green Bay - Appleton,Greensboro - High Point - Winston Salem,Greenville - New Bern - Washington,Greenville - Spartanburg - Asheville - Anderson,Harlingen - Weslaco - Brownsville - Mcallen,Harrisburg - Lancaster - Lebanon - York,Helena,Jacksonville,Johnstown - Altoona,Kansas City,Laredo,Lincoln & Hastings - Kearney,Lubbock,Macon,Marquette,Milwaukee,Minneapolis - St. Paul,Missoula,Nashville,New Orleans,North Platte,Odessa - Midland,Omaha,Phoenix (prescott),Portland,Presque Isle,Providence - New Bedford,Raleigh - Durham (fayetteville),Rapid City,Reno,Richmond - Petersburg,Salisbury,Salt Lake City,San Angelo,Sioux City,Springfield - Holyoke,St. Louis,Toledo,Traverse City - Cadillac,Tucson (sierra Vista),Twin Falls,Tyler - Longview,Victoria,Waco - Temple - Bryan,Washington,West Palm Beach - Ft. Pierce,Wichita Falls & Lawton,Wilkes Barre - Scranton - Hazleton,Wilmington,Yuma - El Centro",,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1517
26bd5aa8938f88d7c12c81dba96695d7337224399056c3e90a399018227e3f0b,https://www.snap.com/political-ads/asset/cf2186650f77e6168012e1c9ba44c2410ef3a52caf2e1ec5c6da3ba888781157?mediaType=png,USD,6,1816,2020/02/23 20:43:21Z,2020/03/04 00:30:00Z,Lockwood Strategy,US,,PACRONYM,,18+,united states,North Carolina,,,,,,,,,,,,,,,,,,,web_view_url:https://gtfo.civicengine.com/plan?utm_source=snap&utm_medium=paid-awr&utm_campaign=gtfo&utm_term=nc-map-v&utm_content=48DDF74C
0bba434cefd7ab7f521e064d2c488a8f64ae1fd4eaf51884bb0dee16bf82b913,https://www.snap.com/political-ads/asset/7c6d556b182f3f7660450686c1e809aca5799e27ac34f5f863dc37241549d743?mediaType=mp4,USD,10,7515,2020/03/19 00:00:00Z,2020/03/20 00:00:59Z,Accelerate Change,US,,Accelerate Change Network,,18+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://progresspop.org/2020/02/i-am-joaquin/?source=snapchatjoaquin
baf58ea3bd15f2a1c6b0b259ece25124723807b810e51b3aa31cdeb28fb96d45,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,665,288447,2020/01/08 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapads_6_1824
bdf864da6215b380ccc2a0498d7bd17528f72e7a3fd2c84f481f925511500ff2,https://www.snap.com/political-ads/asset/cf2186650f77e6168012e1c9ba44c2410ef3a52caf2e1ec5c6da3ba888781157?mediaType=png,USD,698,87630,2020/02/06 06:28:43Z,2020/03/04 00:00:00Z,Lockwood Strategy,US,,PACRONYM,,18+,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://gtfo.civicengine.com/plan?utm_source=snap&utm_medium=paid-cnv&utm_campaign=gtfo&utm_term=tx-map-v&utm_content=D63AFEB5
66652b81722a4b26c25506b6520a2ac2496df6dc73b88a1fb4fcfcc0d14a8d4c,https://www.snap.com/political-ads/asset/5918f7bd6a4cffe1a5a1b172d3100fbbb62c4c38cf2a00db7cf5bbd79e395748?mediaType=jpeg,USD,1636,3671351,2020/01/10 02:11:36Z,,Marud Khan,"7050 W. Palmetto Rd. Suite 15-504,Boca raton,33433,US",Donald Trump,Albbiom Marketing LLC,,18+,united states,,Alaska,,,,,,,,,,,,,,,,,,web_view_url:http://patrioticamerican1776.com/patriot/v6?utm_source=snapchat&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term={{adSet.name}}&utm_content={{creative.name}}
344874de964c55922554238e7015a5561e3e861a67b4609787a5a14c66abbb17,https://www.snap.com/political-ads/asset/cc6e2195b7237d423f465ad33163c8fcb31afab57ec85b1444e1d681376d56dc?mediaType=mp4,USD,234,102596,2020/04/10 18:00:00Z,2020/05/01 04:59:59Z,Havas Media Group USA LLC,"200 HUDSON STREET,New York,10013-1807,US",,Mayor Lightfoot,,18+,united states,,,,,,,Chicago,,,,,,,,Provided by Advertiser,,,,,
98cfd402c199e90032c58e02683ad9a344985bb7ce3d91a4993f68d54baa80de,https://www.snap.com/political-ads/asset/b73c55bfeb6b05092752be155ef6769839620e73379682971abaec9dddd69b13?mediaType=mp4,USD,164,96409,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=belonging&utm_content=68s
083ad200e2992ae1ae9e6c8b66faf78b9ba87062d378d8ecea18e32cb9de9893,https://www.snap.com/political-ads/asset/67ae513fc0076ce3703791c92dbc35c38aaff7079fbedff5c5870e3e8595a81e?mediaType=mp4,USD,245,25096,2020/02/17 14:08:39Z,2020/06/01 03:59:59Z,"LoudDoor, LLC","1 MONCKTON BLVD,Columbia,29206,US",,Protect the Promise,,35+,united states,,,"Arizona 1st District,Oregon 5th District,Illinois 10th District,California 7th District,New York 22nd District,California 46th District,Utah 4th District,New Mexico 2nd District,South Carolina 1st District,New Jersey 11th District",,,,,,,,,,,,Provided by Advertiser,,"Occupation (Retired),Moms (Gen X 1965-1979),Moms (Gen Y 1980-1993),Occupation (Legal, Education or Health)",,,web_view_url:https://www.protectthepromise.org/?utm_source=Stylft&utm_medium=soc&utm_campaign=grp1&utm_content=vid
1763e0016b2e4b9234557a2ec5ff578119e6ca6cf841ddeda32bb59eaa946580,https://www.snap.com/political-ads/asset/245f6fb6df3ea8b3de87a77327728af10aa7009b36037950ca30a68698fefdc1?mediaType=jpeg,USD,937,1111089,2020/02/19 22:23:24Z,,Marud Khan,"7050 W. Palmetto Rd. Suite 15-504,Boca raton,33433,US",Donald Trump,Albbiom Marketing LLC,,,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v6/
149d324f5996f3cee76c8db18d93e96220a1d8994178b915702204c06c6ca2f8,https://www.snap.com/political-ads/asset/e42ea840304cadc672d430ed5d3fcb0861504747476fcd7c066fc4af90ee3a87?mediaType=jpeg,EUR,84,43575,2020/02/18 18:31:17Z,,Veganerpartiet,DK,GIV OS EN UNDERSKRIFT,Veganerpartiet,FEMALE,18+,denmark,,,,,,,,,,,,,Pet & Animal Lovers,,Provided by Advertiser,da,,,,web_view_url:https://mailchi.mp/vgpt/snappels1
e33b172644586536ddb81417db061a779e1271c8228f33ae54464ab00b650b67,https://www.snap.com/political-ads/asset/4d632d5becbc147d268de46af06f73f3cbc75d017703e9c4decb448ed0ec8c0c?mediaType=mp4,USD,145,91604,2020/01/16 23:02:24Z,,Better US Now,US,,Better US Now,,19+,united states,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://iamamerica2020.com/getmycoin
cfb4d1da728d946f5fbcec8b9e409f76150ba9e1a6764228e42eb76082b7b5f8,https://www.snap.com/political-ads/asset/6fcf8e70b0690c182e8b3fcad40f512578f75c1df3708fe59f248505520a3ef3?mediaType=mp4,USD,257,201877,2020/01/01 15:03:02Z,2020/02/01 07:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-ruby-balloon/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_ruby_balloon_lookalike_mixed
adf537f05c452aebf70f52baddb941dfe1d23204852d36425f2d380f469e5859,https://www.snap.com/political-ads/asset/92e79b6e5cc99c6ced1a699e5bb8f24ab68e7df5fea8027fc7c15ced24d37fc8?mediaType=png,USD,13,31102,2020/02/25 17:11:53Z,,Greater Half,US,,Greater Half,,18+,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.greaterhalf.com/collections/leather-patch-hats
854ac79e52d9dcb6d37d2b61e8c0479ce612c6aed42f1b6105a0f07341eccb88,https://www.snap.com/political-ads/asset/a15033d6264ec9758bce4fc8a0cb7f76b909fb256e0c35bb0da346ba155e155e?mediaType=mp4,USD,68,30289,2020/02/12 21:14:31Z,2020/02/28 23:59:59Z,Emmanuel Zamora,"629 Nicholas St.,Uvalde,78801,US",Emmanuel Zamora,Emmanuel Zamora,,18+,united states,,,,,,,,,78801,,,,,,Provided by Advertiser,,,,,web_view_url:https://zamoraforconstable.com
c90aad036561db802f4947c3dba54ea2ea348315e8ac5c6934a0179289764ab6,https://www.snap.com/political-ads/asset/b00cd9ddb4ebd456f30b1f82766991bf784a5daf4ddf0e05e0e07af9075d4c87?mediaType=jpg,USD,155,124509,2020/03/30 19:16:37Z,2020/06/29 03:59:59Z,Red House Communications,"1908 Sarah Street ,Pittsburgh ,15203,US",,PA Department of Health,,,united states,Pennsylvania,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.pa.gov/guides/responding-to-covid-19/?utm_medium=paid%20social&utm_source=snapchat&utm_campaign=covid_19&utm_content=story
3b0844bb920f319f8ea94fdb9cacec533e9ee216f34dbc334fc79c8fb4356c9a,https://www.snap.com/political-ads/asset/eabfc4ee94120052a883489c1e58824b2af0e2b331b6114f8c56363dff74e589?mediaType=mp4,EUR,0,978,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
6728f65fec80dfe542ff83a9a7c19aa3d48844b9a852057c539d6085e8c051ee,https://www.snap.com/political-ads/asset/031679890e5e8c67b75c39d67722524e49d6255e5bf9e32bfac0b620735adfa4?mediaType=png,USD,238,106031,2019/11/19 17:10:56Z,2020/02/08 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,18-34,united states,,,,,,,,,"11368,11355,11220,11373,11385,11377,11226,11354,10467,11237,10458,11221,11372,10468,11214,10452,11550,10456,10472,10453,11717,10457,10031,11230,10977,11206,11435,10032,11208,11236,11207,11212,10466,11211,11235,11213,11432,11233,11218,11219,10029,11223,11203,10573,10462,10701,11419,10460,11706,11204,11234,11369,10459,11225,10469,11746,11216,10454,11421,10705,11229,10033,11418,10801,10455,10463,10002,11691,11520,12550,10027,11420,11358,11590,10451,11433,11209,10461,11210,11103,11722,11434,10562,10025,10009,10035,10040,11232,10314,10034,10473,11106,11772,10550,11365,11102,11222,11378,10940,11238,11901,11201,10304,11104,11553,12601,11356,11374,11375,11215,11105,11701,11417,11416,11412,11003,11224,11580,11205,10030,11413,11357,11367,11423,11364,12180,10606,14850,10026,14527,11757,10305,10566,14609,10465,10301,14621,12401,10039,10952,10024,11228,11542,11379,13501,14215,11361,11101,10310,11704,14094,10003,11561,11040,11370,11429,11575,11801,10704,11422,10805,14701,13021,10303,10011,10023,13208,11217,11554,11946,10475,10019,13760,14225,10302,13440,10028,11436,13601,10591,11050,11967,11726,11950,12203,10509,10306,12590,11231,11510,11427,13126,10128,12901,10016,10703,10474,10950,10549,14207,13654,14837,10523,11096,10927,12701,11951",,,,,,Provided by Advertiser,en,,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_G_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020
ac29615d25709f51489f001b5042ca707ef846f5facf6b60971c7dbb8fa787b1,https://www.snap.com/political-ads/asset/94d3ca88c259583544ab2c5862df1136aafd07cd37c34949570e2b2423868cbe?mediaType=mp4,USD,207,90671,2020/01/28 03:59:12Z,2020/03/16 06:59:59Z,"Media Link, Inc.","1902 17th Street,Rock Island,61201,US",,Rock Island County clerk,,17+,united states,,,,,,,,,"61264,61265,61273,61275,61278,61279,61282,61284",,,,,,Provided by Advertiser,,,,,web_view_url:http://www.rockislandcounty.org/Elections/Home/
688bda17e377ad79df3e97bea630f3db32e32f77f275b22b816bf20bb383dec3,https://www.snap.com/political-ads/asset/b9b0c530fafc43e7d46132f9b4bac56b4aeb42fd51af5751e660efdd777bdd43?mediaType=mp4,EUR,31,55612,2020/01/17 12:30:35Z,2020/01/21 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
eebf8bde3f3ef5702fdee4a3b1b7b4091178283319ff7c28b4bdd6c436261a05,https://www.snap.com/political-ads/asset/c65071117309c7d8cccfb8b8164dfe40fdffdf792ef4884016fb259aac336723?mediaType=mp4,USD,95,38880,2020/02/14 14:51:02Z,,Greater Half,US,,Greater Half,,18+,united states,,,,,,,,,,,,,,,,,,,,
5cddf1fa6371231a4b30428f07863489823cd884c5f3ec3abfb93e02e5428613,https://www.snap.com/political-ads/asset/6f8e9b57cf9adb1ca59bb0b7577327ff075a082417be7bce4a1d2d9364f2f462?mediaType=mp4,USD,383,201085,2019/10/18 20:49:11Z,2020/05/31 20:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,,,,,latitude 39.7348;longitude -104.9653;radius 16.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rockymountainvalues.org/corygardnerfacts
166e4a348d0220c38ecce73b0363572b87cd8c2bfd82b71644b9fef52f9c8c81,https://www.snap.com/political-ads/asset/f14d5485d38b8e3908d8cc6800ec455d6bdc08bb4d734c7b4d03855c3a7ddfbc?mediaType=mp4,AUD,8176,525977,2020/03/25 00:30:41Z,2020/05/02 13:59:59Z,Australian Government Department of Finance,"100 Chalmers Street,Surry Hills,2010,AU",,Department of Health,,,australia,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.australia.gov.au/
2802734d72e62cc7667be542cd733c2f233ec6e13230eb147e0652e3e949ca8b,https://www.snap.com/political-ads/asset/918337c79e5a003dfbd9ac40986e8ecf8ecfa68261577b20365b1992749e9b90?mediaType=jpeg,USD,500,320696,2020/01/25 21:46:05Z,2020/02/05 21:46:05Z,Organizing Corps 2020,US,Organizing Corps 2020,Organizing Corps 2020,,18-29,united states,,,,,,,"Atlanta,Charlotte,Philadelphia,Pittsburgh,Madison,Milwaukee,Minneapolis - St. Paul,Orlando - Daytona Beach - Melbourne,Tallahassee - Thomasville,Miami - Ft. Lauderdale,Tampa - St. Petersburg (sarasota),West Palm Beach - Ft. Pierce,Phoenix (prescott),Lansing,Detroit,Flint - Saginaw - Bay City",,,,,,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers",,Provided by Advertiser,en,,,,web_view_url:https://www.organizingcorps2020.com/program-overview/
a6da19d8ff3dfda3fdde677d9e0a4095fdaa8b9668fde258b07df01e4bd061e5,https://www.snap.com/political-ads/asset/0526e7205f0225d08d5865f5ee24d81676823133630407866d3abe36d1927057?mediaType=mp4,USD,99,194132,2020/02/21 22:39:23Z,2020/04/01 06:59:59Z,AudienceX,"13468 Beach Ave,Los Angeles,90292,US",,FVAP.gov,,18+,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.fvap.gov/vote?utm_source=snapchat&utm_medium=traffic&utm_campaign=thisisvoting
74d4c8c03b3482190ed83ba55c067a4ee5ff682e208785a11df635f16b9bb936,https://www.snap.com/political-ads/asset/ef7e0c6d1f75fa1579561fc16e251e9b4443eca2720b53d6df8696f3b2b86f3b?mediaType=jpg,USD,20,5283,2020/01/28 01:59:46Z,2020/02/07 07:59:59Z,Kimberly Bizon for US Congress,US,Kimberly Bizon for US Congress,CTE Kimberly Bizon,,18+,united states,,,,,latitude 43.19760940437891;longitude -82.87458791533489;radius 50.0,,,,,,,,,,Provided by Advertiser,,"College Graduates,New Moms,New Parents,Small Business Employees,Marital Status (Single)",,,web_view_url:https://www.kimberlybizonforcongress.com/about/
a6f18680ed313d380dcba8d1a70fe46bb887b895676eba9186d562da43fff5b4,https://www.snap.com/political-ads/asset/bcb6e64bb18810240a4ce8008e67aa0e3e67348fe592cc86236cc89d82078c83?mediaType=mp4,USD,875,614273,2020/03/16 06:00:00Z,2020/04/06 05:59:59Z,Amélie Company,"2601 Blake St, Ste 150,Denver,80205,US",,City of Denver,,18-,united states,,,,,,,,,"80221,80202,80203,80204,80205,80206,80207,80209,80210,80211,80212,80216,80218,80219,80220,80222,80223,80224,80230,80231,80236,80237,80238,80239,80246,80249,80227",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.thehighcosts.com/the-facts/#chapter-2
9b6ebb9afbc94f51d7df547522b6b8ffe9e21314fa58c654d76eabd76e247a87,https://www.snap.com/political-ads/asset/e9070df0df63f4c7af67339b8f3a5f854b22dd556529c2f0c23ba644f48442ec?mediaType=jpeg,USD,419,227597,2020/03/31 18:44:40Z,,Marud Khan,"7050 W. Palmetto Rd. Suite 15-504,Boca raton,33433,US",President Trump,Albbiom Marketing LLC,,21+,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v9
bbd56135761e753f1329b6e9435be9500ebdf07bea4f80796c19b7e93f7daba7,https://www.snap.com/political-ads/asset/be381685685c5a738aad5b191041c7455f875313c7f989dd6169dc813fbc6daf?mediaType=mp4,USD,2525,1244182,2020/02/01 21:16:14Z,2020/03/01 07:59:59Z,Desautel Hege,"315 W Riverside,Spokane,99201,US",,HCA,,18-24,united states,Washington,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:http://getthefactsrx.com/conversation-starters?&utm_source=snapchat&utm_medium=verticalvideo&utm_campaign=hcaswo2020&utm_content=youngadults&utm_term=ski_female
f398a8d089055b738bd746b02c796385acbe9897f89bd7a1dba3be21c7a072a7,https://www.snap.com/political-ads/asset/d0788b28bcadee47f54f8e9b4b79d3074fac8195f91655dbf48c79fe7fb0d9e7?mediaType=mp4,USD,0,701,2020/02/20 08:01:13Z,,"D-Squared Commerce, LLC",US,,"D-Squared Commerce, LLC",,35-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://prezzyflipflops.com/?utm_source=snapchat&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term={{adSet.name}}&utm_content=gif-so
9a099bdad27c9e10df9819065bd7536718186d36846acc0d08c7dcdd73e3318b,https://www.snap.com/political-ads/asset/53ee6186d7429f6421960ea3c293165a01812e53428ea5715d06fc716d8c52cb?mediaType=mp4,USD,783,729124,2020/04/01 15:00:00Z,2020/07/01 06:59:59Z,Omnicom Media Group Holdings Inc.,"225 N Michigan Avenue Suite 820,,,Chicago,60601,US",,Paid for by FL Dept. of Health,,17-,united states,Florida,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.thefactsnow.com/vaping/?utm_source=snapchat&utm_medium=social&utm_campaign=awareness&utm_term=vaping&utm_content=paid+video
3e340c684f59147ee1d0a6b0dc78bb88223a8372e503dc9d20d69b82ae07dca0,https://www.snap.com/political-ads/asset/198ed98cb0116c87613a890853172024a8aa05b2dba19af025f0d5e1dfdff5f5?mediaType=png,CAD,384,199800,2020/01/24 18:15:00Z,2021/01/01 04:30:22Z,Data Sciences,"423 rue St-Nicolas suite 400,Montreal,H2Y2P4,CA",,"Rothmans, Benson & Hedges",,19+,canada,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.unsmoke.ca/care?fields=allutm_campaign={{campaign.id}}&utm_source=snapchat&utm_medium=smm&utm_content={{ad.id}}
d4d442b6cbd8693ee30eaeea188121f5dbcfb0fafefe76b9bae9f103d354b16a,https://www.snap.com/political-ads/asset/ce996ab61dd7eabe75e9052e35e04c14cdceba830761e5b297505a956af3b219?mediaType=mp4,USD,1495,615602,2020/03/03 17:52:11Z,,Marud Khan,"7050 W. Palmetto Rd. Suite 15-504,Boca raton,33433,US",Donald Trump,Albbiom Marketing LLC,,21+,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:http://patrioticamerican1776.com/patriot/v6?utm_source=snapchat&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term={{adSet.name}}&utm_content={{creative.name}}
abe6c652082536155ed55ca6034d0e56485e1c48a1f9e7a558d31be1c32f3839,https://www.snap.com/political-ads/asset/fa4840032d6a0572a6b00ba5a5fee005115187d8441eedf488d6cb1925c77681?mediaType=mp4,USD,300,261440,2020/02/21 18:02:56Z,2020/03/02 18:02:56Z,Turning Point USA,US,Turning Point USA,Turning Point USA,,15-24,united states,,,,,,,Atlanta,,,,"High Schools,Colleges & Universities",,"Advocates & Activists,Arts & Culture Mavens,Bookworms & Avid Readers,Collegiates,High Schoolers,Hipsters & Trendsetters,Investors & Entrepreneurs,News Watchers,Philanthropists,TV Network Viewers (ABC),TV Network Viewers (BBC America),TV Network Viewers (CNN),TV Network Viewers (FOX News Channel),TV Network Viewers (MSNBC),TV Network Viewers (NBC),TV Viewers (Documentary),TV Viewers (News),TV Viewers (Talk Shows)",,Provided by Advertiser,en,,,,web_view_url:https://www.eventbrite.com/e/culture-war-at-kennesaw-state-university-tickets-90910352311
62fe86053db8b36a0dbdf8cf9c1a585cfdef402af0d558fd5421fa83c73b4cc5,https://www.snap.com/political-ads/asset/d1bdf968277816399e891d42766cecb46e5484b008e0ce4266a1d1ae5e623fe0?mediaType=png,USD,162,37708,2020/01/30 18:50:02Z,2020/02/11 22:00:00Z,BCom Solutions,"919 Central Ave,Auburn,68305,US",,Great Schools for Great Kids,,18+,united states,,,,,latitude 40.8001;longitude -96.6674;radius 7.5,,,,,,,,,,Provided by Advertiser,,,,,
8318f8b191102bb2da8308a59c89d44a2ae26862f2ea8b899bd0166bab3568c7,https://www.snap.com/political-ads/asset/5477ef2dfca093861e069bc9fd0a45e70b4fcd860ef7a08f061069be7ec107b9?mediaType=mp4,USD,15,16521,2020/01/19 20:09:42Z,2020/01/26 20:09:42Z,SADEARTH,US,,SADEARTH,,,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://teespring.com/stores/sad-earth
e02af8c809038b6c8bb16bfbd82f9dbb90b3e5c13d12bfd71a82124cb6c87f82,https://www.snap.com/political-ads/asset/277c7024193ac96f46e4d7d6dab8ebca442544fb02bfbc86a7215ab7bb01f978?mediaType=mp4,USD,0,302,2020/03/13 08:59:14Z,,liberteeshop.com,US,,liberteeshop,,21+,united states,Texas,,,,,,,,,,,,"News Watchers,Business News Watchers,Celebrity News Watchers,Political News Watchers,TV Network Viewers (FOX News Channel),TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://libertyteeshop.com/collections/trump-shoes
