ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
9cb19e17ce88470a25257447e0e87d04a5eeaf3de0b473fe76556c28ac5bcfa9,https://www.snap.com/political-ads/asset/02066105163adc2f7aace8eaef1c467a66e37fadfb20c15d03d6080ff5340b44?mediaType=mp4,USD,19,1123,2026/05/06 21:08:58Z,2026/05/13 00:00:00Z,mv digital group,"One, World Trade Center ,new york,10007,US",Loyad Booker For Mayor,Loyad Booker for Mayor,,,,,,,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.loyadbookerformayor.com/?utm_source=snapchat&utm_medium=paid_social&utm_campaign=LoyadBookerBayonneMayoralPrimary_Awareness_2026&utm_term=bay_de18to40_l2&utm_content=vid_bo_eavo-15-C
fa6222d4c27fa40b2a1c5bd2e34c5ba2397814a9822aed809514128cb4846413,https://www.snap.com/political-ads/asset/a59e4d1f33499dc910bdc4e89c338c5f307fa66ef993ea4ee768a4742dde8ede?mediaType=mp4,GBP,2197,542612,2026/03/31 23:00:24Z,2026/04/20 22:59:00Z,Agenda Media,"37 Turner Street,Manchester,M4 1DW,GB",,Electoral Commission,,,,,,18-24,united kingdom,,,,,,,"Northern Scotland,Southern Scotland (Edinburgh and Glasgow)","Wales,Northern Ireland",,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gov.uk/register-to-vote?utm_source=social&utm_medium=paid-media&utm_campaign=sc-voter_reg_2026-snapchat-social-stories-9x16
252c79ecc58c7b3425d648004de645ac11cb8a45d07c16c1438ffd991e002df1,https://www.snap.com/political-ads/asset/3c118ff7963b58ce528d1ab70d436aa682bbd7ce5f4b5a580675cbf1ace8c685?mediaType=mp4,USD,1,619,2026/02/01 03:32:56Z,,"Human Appeal USA ","26050 Acero Suite 415 ,Mission Viejo ,92691,US",,Human Appeal INC,,,,,,26+,united states,,,,,,,,,,,,,,IOS,,"ar,en",,,,
0d75bf6bcd0b008008fe213387e4a171494d6543679d2adae2ceb54e42a59ce9,https://www.snap.com/political-ads/asset/647fa753ebf0525f07a02af77215dd25b92aa129225f0b7f8966b87c7ecb6aae?mediaType=mp4,USD,77,2543,2026/03/16 07:01:29Z,2026/06/03 06:59:00Z,"Mission Media, LLC","616 Water St, Suite 225,Baltimore,21202,US",,MD State Board of Elections,,,,,,18+,united states,,,,,,,,,"21234,21117,21222,21206,21207,21228,21224,21229,21221,21093,21220,21244,21236,21208,21136,21227,21212,21237,21239,21209,21133,21204,21030,21286,21210,21074,21128,21102,21219,21163,21131,21120,21161,21152,21104,21111,21057,21087,21013,21162,21053,21155,21082,21250,21153,21071,21031,21156,21051,21022,21023,21052,21235,21241,21020,21027,21065,21092,21094,21105,21139,21252,21282,21285,21284,21289,21122,21061,21401,21113,21060,21144,21225,21403,20708,21146,20720,21114,21012,21037,20794,21409,21108,21076,20724,21054,20755,21090,21032,21035,20711,21226,20754,20776,21402,20764,20733,21140,20751,20778,20714,20779,20701,21077,20758,21056,21405,21240,21106,20765,21062,21123,21404,21411,21412,21043,21044,21042,21045,21075,21784,20723,21771,21046,21029,21797,20833,20759,20777,20763,21794,21738,21036,21737,21723,21041,21150,21765",,,,,,Provided by Advertiser,,,,,web_view_url:https://elections.maryland.gov/elections/2026/vote2026/?utm_source=snapchat&utm_medium=paid-social&utm_campaign=2026-md-primary&utm_content=rtv-central
2e51bec8e561165de60cb5679db0b95614749fd973255ad3c2fd4b61d7f912a1,https://www.snap.com/political-ads/asset/dcaeca084b4f5c4630e94d985ba462bfe5131586b91dcfd003a2058ec633926b?mediaType=mp4,GBP,15,1672,2026/05/07 19:14:44Z,,Human Appeal  Arabic,GB,,HUMAN APPEAL,,,,,,25+,united arab emirates,,,,,,,,,,,,,,IOS,,ar,,,,web_view_url:https://humanappeal.me/%D8%A7%D9%84%D9%86%D8%AF%D8%A7%D8%A1%D8%A7%D8%AA/%D8%A3%D8%B7%D9%81%D8%A7%D9%84%D9%86%D8%A7-%D8%A7%D9%84%D9%84%D8%B7%D9%85%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%A3%D9%8A%D8%AA%D8%A7%D9%85-%D9%83%D9%84%D8%A7-%D8%A7%D9%84%D9%88%D8%A7%D9%84%D8%AF%D9%8A%D9%86?utm_source=Snapchat&utm_medium=Paid
6ee98f6a7cddf684090421c6e18f8ff9b6a71df5477beb3ab5212b55c42dda1a,https://www.snap.com/political-ads/asset/558b012bc852c69aa152cff6d8c239ee5cd56a4261d7efd350663f68e0ddecaf?mediaType=mp4,GBP,0,251,2026/05/07 19:15:23Z,,Human Appeal  Arabic,GB,,HUMAN APPEAL,,,,,,25+,qatar,,,,,,,,,,,,,,IOS,,ar,,,,web_view_url:https://humanappeal.me/%D8%AA%D8%A8%D8%B1%D8%B9-%D8%A7%D9%84%D8%A2%D9%86/%D8%AD%D8%B3%D8%A8-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%88%D8%A7%D9%84%D8%B7%D8%A8/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86?utm_source=Snapchat&utm_medium=Paid
d8acefde5d4c1af0415b2074baae3d04d8d3ed471ecebb20ed71815e88cfb5cb,https://www.snap.com/political-ads/asset/c44f5d53b71d9a96f380d81b5c806cfa272b33435f8eac1c8ab7398b233fc2ee?mediaType=mp4,USD,29,2244,2026/03/03 06:56:05Z,,"Baitulmaal, Inc.",US,,"Baitulmaal, Inc.",,,,,,18+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://baitulmaal.org/orphans/?utm_source=Paid+Social&utm_medium=Snapchat
d4056a0bf3e7c8752afdc5ed7003cceb36f47e49334f552979696b0e72fbdc52,https://www.snap.com/political-ads/asset/4a3b4d32ae8365208bc9568a14cbe816d1b90fde4caa5597e2d52ed8665c3816?mediaType=mp4,USD,2000,736866,2026/01/26 16:57:13Z,2026/03/25 00:59:00Z,Push Digital Group,US,Josie Tomkow,Josie Tomkow,,,,,,18-30,united states,,,,,,,,,"33602,33603,33604,33605,33606,33607,33608,33609,33610,33611,33612,33614,33615,33616,33618,33624,33625,33626,33634,33635,33647,33556,33558",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.votejosietomkow.com/
583098f9436c6ddd2259dadf189a9debbdfe8ff1d381a56435354e6d08e83b2f,https://www.snap.com/political-ads/asset/a36252ff452bfc716d36707ed440ae7c2394695d23dfc211eb7c6c0e841db139?mediaType=mp4,USD,223,13249,2026/05/12 07:00:00Z,2026/05/26 06:59:00Z,Patagonia,"235 W Santa Clara St,Ventura,93001,US",,Patagonia,,,,,,18+,united states,"Washington,Oregon,California,Colorado,Montana,New Mexico,Alaska,Vermont,Massachusetts,New York",,,,,,,,,,,,"Adventure Seekers,Advocates & Activists,Beachgoers & Surfers,Cycling Enthusiasts,Running Enthusiasts,Yoga Enthusiasts,Vegans & Organic Foodies,Green Living Enthusiasts,Outdoor & Nature Enthusiasts,Philanthropists,Wellness & Healthy Lifestyle,vac_6,vac_169,vac_170,vac_172,vac_173,vac_174,vac_263,vac_248",,Provided by Advertiser,,,,,web_view_url:https://trustees.org/help-protect-the-arctic-refuge-write-your-dear-big-oil-letter-now/
f7a2d1153ede91e08ec5a6f42d12d9be1a4e7bf51303ecc4b28ff62903ce44c5,https://www.snap.com/political-ads/asset/fbcb4134cc67a6e3734f66a1f00f5411fadc694979a2afc23aa536e694c51713?mediaType=png,USD,1,164,2026/07/01 21:30:48Z,2026/08/01 06:59:00Z,TRAFFIK,"8821 Research Drive,Irinve,92618,US",,Turning Point USA,,,,,,18-22,united states,,,,,"latitude 40.335285;longitude -75.9259;radius 20.0,latitude 40.515682;longitude -78.402765;radius 20.0,latitude 40.859817;longitude -79.895301;radius 20.0,latitude 40.302449;longitude -79.544255;radius 20.0,latitude 39.937417;longitude -77.661222;radius 20.0,latitude 39.962462;longitude -76.727707;radius 20.0,latitude 41.245434;longitude -75.881336;radius 20.0",,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://tpusa.com/vote/?utm_source=snapchat&utm_medium=social&utm_campaign=get_out_the_vote_pa&utm_content=static
e4c9e2ae62ec38da2142d417f5a80202e98b85d143f23b81d1b8e180aae43379,https://www.snap.com/political-ads/asset/6520e4e9535dccf59e164f0c1bbb0ab9f581b694bd5fb455c0105703adbcc627?mediaType=mp4,GBP,0,121,2026/02/02 00:50:11Z,,Human Appeal  Arabic,GB,,HUMAN APPEAL,,,,,,25-54,qatar,,,,,,,,,,,,,,IOS,,ar,,,,web_view_url:https://humanappeal.me/%D8%AA%D8%A8%D8%B1%D8%B9-%D8%A7%D9%84%D8%A2%D9%86/%D8%AD%D8%B3%D8%A8-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9/%D8%B1%D9%85%D8%B6%D8%A7%D9%86/%D8%B7%D8%B1%D9%88%D8%AF-%D8%B1%D9%85%D8%B6%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D9%88%D9%86%D8%B3?utm_source=Snapchat&utm_medium=Paid
c8ec5100f52c7f0b16f53b60b5414ea06abc36a78de82cd17cfcbd02e982c066,https://www.snap.com/political-ads/asset/7862f4143cb3cce9a2c7748c1869395c1e1e8e1077d7bdd30ce2dbd770cba523?mediaType=png,USD,178,22464,2026/02/18 10:02:24Z,,baladelkhair,"محافظة العاصمة/الخالدية - ق2 - ش20 - منزل 18 مقابل جمعية الخالدية,Hawalli,30000,KW",,baladalkhair,,,,,,25+,kuwait,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://baladalkhair.org/product-1135/?utm_source=paid&utm_medium=snapchat&utm_campaign=AbxrRhZ
81f278530776b2ad79f944f750631b898bf8657eda79c2181cc169a1fd2b1e7b,https://www.snap.com/political-ads/asset/3c34c99ae43b292a81d826229865c8c216e54f8f30c24c87c4bbd012e04ad443?mediaType=mp4,USD,17,1135,2026/06/01 13:00:00Z,2026/06/13 00:00:59Z,"Cornerstone Marketing Strategies, LLC","8033 Deer Haven Rd,Wardsville,65101,US",,Bakersfield Pregnancy Center,,,,,FEMALE,16-34,united states,,,,,latitude 35.373871;longitude -119.019464;radius 30.0,,,,,,,,,,Provided by Advertiser,,,,,
